Trip ID,Membership Type,Bicycle ID,Checkout Date,Checkout Time,Checkout Kiosk ID,Checkout Kiosk,Return Kiosk ID,Return Kiosk,Trip Duration Minutes,Month,Year
16546555,Walk Up,3471,12/29/2017,15:11:26,2547,Guadalupe & 21st,2495,4th & Congress,14,,
16546560,Walk Up,301,12/29/2017,15:12:35,2498,Convention Center / 4th St. @ MetroRail,2544,East 6th & Pedernales St.,18,,
16546561,Local365+Guest Pass,924,12/29/2017,15:13:02,3621,Nueces & 3rd,2571,Red River & 8th Street,8,,
16546564,Walk Up,2204,12/29/2017,15:13:28,2498,Convention Center / 4th St. @ MetroRail,2544,East 6th & Pedernales St.,17,,
16546565,Walk Up,229,12/29/2017,15:13:39,2574,Zilker Park,2574,Zilker Park,71,,
16546568,Walk Up,873,12/29/2017,15:14:22,3377,MoPac Pedestrian Bridge @ Veterans Drive,2574,Zilker Park,37,,
16546571,Walk Up,979,12/29/2017,15:15:11,2539,Convention Center / 3rd & Trinity,3686,Sterzing at Barton Springs,30,,
16546572,Walk Up,156,12/29/2017,15:15:15,3377,MoPac Pedestrian Bridge @ Veterans Drive,2574,Zilker Park,35,,
16546576,Walk Up,751,12/29/2017,15:15:50,2539,Convention Center / 3rd & Trinity,3686,Sterzing at Barton Springs,30,,
16546579,Walk Up,132,12/29/2017,15:16:43,2495,4th & Congress,3377,MoPac Pedestrian Bridge @ Veterans Drive,76,,
16546583,Walk Up,815,12/29/2017,15:17:13,2495,4th & Congress,3377,MoPac Pedestrian Bridge @ Veterans Drive,75,,
16546589,Walk Up,193,12/29/2017,15:18:25,2707,Rainey St @ Cummings,2707,Rainey St @ Cummings,68,,
16546591,Walk Up,40,12/29/2017,15:19:03,2707,Rainey St @ Cummings,2707,Rainey St @ Cummings,67,,
16546600,Walk Up,265,12/29/2017,15:20:30,2574,Zilker Park,2574,Zilker Park,0,,
16546603,Local30,349,12/29/2017,15:21:41,2494,2nd & Congress,3621,Nueces & 3rd,6,,
16546609,Walk Up,127,12/29/2017,15:22:42,2574,Zilker Park,2574,Zilker Park,63,,
16546619,Walk Up,514,12/29/2017,15:24:00,2574,Zilker Park,2574,Zilker Park,61,,
16546630,Local365,210,12/29/2017,15:25:55,3619,6th & Congress,2501,5th & Bowie,5,,
16546641,Weekender,344,12/29/2017,15:28:05,2498,Convention Center / 4th St. @ MetroRail,2497,Capitol Station / Congress & 11th,9,,
16546648,Local365,885,12/29/2017,15:29:40,2502,Barton Springs & Riverside,2498,Convention Center / 4th St. @ MetroRail,9,,
16546730,Walk Up,772,12/29/2017,15:45:40,2567,Palmer Auditorium,2567,Palmer Auditorium,51,,
16546733,Walk Up,178,12/29/2017,15:46:41,2567,Palmer Auditorium,2567,Palmer Auditorium,50,,
16546738,Walk Up,334,12/29/2017,15:47:37,2567,Palmer Auditorium,2567,Palmer Auditorium,49,,
16546744,Local365,647,12/29/2017,15:48:51,2575,Riverside @ S. Lamar,2575,Riverside @ S. Lamar,37,,
16546749,Explorer,197,12/29/2017,15:50:15,3684,Congress & Cesar Chavez,3685,Henderson & 9th,67,,
16546753,Explorer,640,12/29/2017,15:51:10,3684,Congress & Cesar Chavez,3685,Henderson & 9th,65,,
16546759,Weekender,320,12/29/2017,15:52:01,2537,West & 6th St.,2537,West & 6th St.,22,,
16546763,Weekender,984,12/29/2017,15:52:23,2537,West & 6th St.,2537,West & 6th St.,22,,
16546772,Weekender,555,12/29/2017,15:53:26,2537,West & 6th St.,2537,West & 6th St.,21,,
16546773,Weekender,2108,12/29/2017,15:53:43,2537,West & 6th St.,2537,West & 6th St.,22,,
16546777,Weekender,341,12/29/2017,15:54:00,2537,West & 6th St.,2537,West & 6th St.,20,,
16546805,Walk Up,522,12/29/2017,16:00:05,3660,Medina & East 6th,3660,Medina & East 6th,0,,
16546809,Walk Up,522,12/29/2017,16:00:59,3660,Medina & East 6th,3390,Brazos & 6th,56,,
16546818,Walk Up,326,12/29/2017,16:02:48,2497,Capitol Station / Congress & 11th,3621,Nueces & 3rd,48,,
16546831,Weekender,299,12/29/2017,16:06:49,3660,Medina & East 6th,2537,West & 6th St.,14,,
16546833,Weekender,863,12/29/2017,16:06:53,3660,Medina & East 6th,2537,West & 6th St.,14,,
16546835,Local30,528,12/29/2017,16:07:15,2566,Pfluger Bridge @ W 2nd Street,2711,Barton Springs @ Kinney Ave,5,,
16546850,Local365,749,12/29/2017,16:10:20,2502,Barton Springs & Riverside,2822,East 6th at Robert Martinez,21,,
16546864,Walk Up,484,12/29/2017,16:13:29,2544,East 6th & Pedernales St.,3292,East 4th & Chicon,7,,
16546866,Local365+Guest Pass,272,12/29/2017,16:13:41,2495,4th & Congress,2501,5th & Bowie,8,,
16546869,Walk Up,3212,12/29/2017,16:14:06,2544,East 6th & Pedernales St.,3292,East 4th & Chicon,6,,
16546876,Weekender,555,12/29/2017,16:15:09,2537,West & 6th St.,2562,San Jacinto & 8th Street,31,,
16546878,Weekender,320,12/29/2017,16:15:26,2537,West & 6th St.,2562,San Jacinto & 8th Street,32,,
16546880,Weekender,400,12/29/2017,16:15:44,2537,West & 6th St.,2562,San Jacinto & 8th Street,32,,
16546889,Weekender,2108,12/29/2017,16:16:36,2537,West & 6th St.,2562,San Jacinto & 8th Street,31,,
16546891,Weekender,341,12/29/2017,16:17:03,2537,West & 6th St.,2562,San Jacinto & 8th Street,30,,
16546921,Walk Up,993,12/29/2017,16:22:33,2495,4th & Congress,2707,Rainey St @ Cummings,39,,
16546926,Walk Up,3471,12/29/2017,16:23:22,2495,4th & Congress,2707,Rainey St @ Cummings,38,,
16546962,Local30,16,12/29/2017,16:33:09,2569,East 11th St. & San Marcos,3390,Brazos & 6th,7,,
16546978,Walk Up,523,12/29/2017,16:36:33,2494,2nd & Congress,2570,South Congress & Academy,16,,
16546982,Walk Up,3541,12/29/2017,16:37:10,2494,2nd & Congress,2538,Bullock Museum @ Congress & MLK,62,,
16546989,Walk Up,285,12/29/2017,16:38:06,2494,2nd & Congress,2538,Bullock Museum @ Congress & MLK,60,,
16546992,Weekender,2122,12/29/2017,16:38:52,2541,State Capitol @ 14th & Colorado,2548,UT West Mall @ Guadalupe,9,,
16546993,Walk Up,696,12/29/2017,16:39:10,2494,2nd & Congress,2538,Bullock Museum @ Congress & MLK,59,,
16547018,Walk Up,64,12/29/2017,16:44:23,2566,Pfluger Bridge @ W 2nd Street,2566,Pfluger Bridge @ W 2nd Street,37,,
16547019,Local365,464,12/29/2017,16:44:30,3621,Nueces & 3rd,2565,Trinity & 6th Street,8,,
16547027,Walk Up,751,12/29/2017,16:46:24,3686,Sterzing at Barton Springs,3685,Henderson & 9th,54,,
16547028,Walk Up,979,12/29/2017,16:47:10,3686,Sterzing at Barton Springs,3685,Henderson & 9th,53,,
16547029,Weekender,555,12/29/2017,16:47:29,2562,San Jacinto & 8th Street,2711,Barton Springs @ Kinney Ave,34,,
16547032,Weekender,320,12/29/2017,16:48:00,2562,San Jacinto & 8th Street,2711,Barton Springs @ Kinney Ave,33,,
16547034,Weekender,400,12/29/2017,16:48:19,2562,San Jacinto & 8th Street,2711,Barton Springs @ Kinney Ave,33,,
16547036,Weekender,2108,12/29/2017,16:48:56,2562,San Jacinto & 8th Street,2711,Barton Springs @ Kinney Ave,435,,
16547038,Weekender,341,12/29/2017,16:49:13,2562,San Jacinto & 8th Street,2711,Barton Springs @ Kinney Ave,32,,
16547060,Weekender,2122,12/29/2017,16:52:44,2548,UT West Mall @ Guadalupe,2498,Convention Center / 4th St. @ MetroRail,18,,
16547063,Local365,822,12/29/2017,16:53:19,3390,Brazos & 6th,2494,2nd & Congress,2,,
16547067,Walk Up,214,12/29/2017,16:54:22,2570,South Congress & Academy,2538,Bullock Museum @ Congress & MLK,45,,
16547080,Explorer,853,12/29/2017,16:57:24,3685,Henderson & 9th,3684,Congress & Cesar Chavez,48,,
16547082,Explorer,991,12/29/2017,16:58:32,3685,Henderson & 9th,3684,Congress & Cesar Chavez,47,,
16547087,Walk Up,224,12/29/2017,17:00:25,3513,South Congress & Barton Springs at the Austin American-Statesman,2539,Convention Center / 3rd & Trinity,12,,
16547091,Walk Up,208,12/29/2017,17:01:24,3513,South Congress & Barton Springs at the Austin American-Statesman,2539,Convention Center / 3rd & Trinity,11,,
16547102,Walk Up,451,12/29/2017,17:07:45,3686,Sterzing at Barton Springs,3686,Sterzing at Barton Springs,77,,
16547108,Local365+Guest Pass,937,12/29/2017,17:09:58,2495,4th & Congress,2501,5th & Bowie,8,,
16547136,Weekender,716,12/29/2017,17:19:06,2549,Long Center @ South 1st & Riverside,1007,Lavaca & 6th,21,,
16547141,Local30,394,12/29/2017,17:20:54,2567,Palmer Auditorium,3513,South Congress & Barton Springs at the Austin American-Statesman,7,,
16547154,Local30,663,12/29/2017,17:24:31,3619,6th & Congress,3687,Boardwalk West,9,,
16547158,Local30,105,12/29/2017,17:25:34,2547,Guadalupe & 21st,2547,Guadalupe & 21st,38,,
16547168,Walk Up,197,12/29/2017,17:27:38,3685,Henderson & 9th,2563,Davis at Rainey Street,51,,
16547172,Walk Up,548,12/29/2017,17:28:17,3685,Henderson & 9th,2563,Davis at Rainey Street,50,,
16547174,Walk Up,72,12/29/2017,17:28:36,2499,City Hall / Lavaca & 2nd,2499,City Hall / Lavaca & 2nd,29,,
16547176,Walk Up,398,12/29/2017,17:28:57,3685,Henderson & 9th,2563,Davis at Rainey Street,50,,
16547178,Walk Up,864,12/29/2017,17:29:16,2499,City Hall / Lavaca & 2nd,2499,City Hall / Lavaca & 2nd,27,,
16547179,Walk Up,728,12/29/2017,17:29:20,3685,Henderson & 9th,2563,Davis at Rainey Street,49,,
16547183,Walk Up,881,12/29/2017,17:29:56,3685,Henderson & 9th,2563,Davis at Rainey Street,49,,
16547184,Walk Up,180,12/29/2017,17:29:57,2499,City Hall / Lavaca & 2nd,2499,City Hall / Lavaca & 2nd,27,,
16547185,Walk Up,877,12/29/2017,17:30:38,3685,Henderson & 9th,2563,Davis at Rainey Street,48,,
16547201,Walk Up,979,12/29/2017,17:40:56,3685,Henderson & 9th,2495,4th & Congress,15,,
16547204,Walk Up,751,12/29/2017,17:41:25,3685,Henderson & 9th,2495,4th & Congress,14,,
16547218,Explorer,2048,12/29/2017,17:45:52,3684,Congress & Cesar Chavez,2544,East 6th & Pedernales St.,29,,
16547225,Explorer,135,12/29/2017,17:46:54,3684,Congress & Cesar Chavez,2544,East 6th & Pedernales St.,28,,
16547227,Local365,396,12/29/2017,17:47:50,2707,Rainey St @ Cummings,2499,City Hall / Lavaca & 2nd,9,,
16547234,Walk Up,84,12/29/2017,17:51:41,2707,Rainey St @ Cummings,2563,Davis at Rainey Street,7,,
16547235,Walk Up,2722,12/29/2017,17:51:56,2542,Plaza Saltillo,2542,Plaza Saltillo,1,,
16547237,Walk Up,177,12/29/2017,17:52:25,2542,Plaza Saltillo,2498,Convention Center / 4th St. @ MetroRail,8,,
16547239,Walk Up,919,12/29/2017,17:52:46,2542,Plaza Saltillo,2498,Convention Center / 4th St. @ MetroRail,8,,
16547271,Weekender,4,12/29/2017,18:09:30,3390,Brazos & 6th,3513,South Congress & Barton Springs at the Austin American-Statesman,18,,
16547280,Local30,920,12/29/2017,18:10:58,2552,3rd & West,2495,4th & Congress,6,,
16547287,Local365,996,12/29/2017,18:14:17,3686,Sterzing at Barton Springs,2549,Long Center @ South 1st & Riverside,11,,
16547292,Walk Up,84,12/29/2017,18:16:12,2563,Davis at Rainey Street,3390,Brazos & 6th,8,,
16547295,Local365,1277,12/29/2017,18:20:43,2707,Rainey St @ Cummings,3390,Brazos & 6th,8,,
16547297,Walk Up,169,12/29/2017,18:21:45,3686,Sterzing at Barton Springs,2549,Long Center @ South 1st & Riverside,854,,
16547299,Walk Up,540,12/29/2017,18:22:38,3686,Sterzing at Barton Springs,2549,Long Center @ South 1st & Riverside,43,,
16547305,Local365,571,12/29/2017,18:26:55,3291,11th & San Jacinto,2569,East 11th St. & San Marcos,4,,
16547314,Walk Up,84,12/29/2017,18:35:03,3390,Brazos & 6th,3686,Sterzing at Barton Springs,24,,
16547418,Walk Up,210,12/29/2017,19:29:44,2501,5th & Bowie,2497,Capitol Station / Congress & 11th,50,,
16547419,Local365,178,12/29/2017,19:29:50,2567,Palmer Auditorium,2567,Palmer Auditorium,8,,
16547469,Local365,872,12/29/2017,20:02:12,2567,Palmer Auditorium,2711,Barton Springs @ Kinney Ave,5,,
16547476,Local365,983,12/29/2017,20:04:27,2566,Pfluger Bridge @ W 2nd Street,2499,City Hall / Lavaca & 2nd,3,,
16547481,Local365,774,12/29/2017,20:08:16,2544,East 6th & Pedernales St.,2498,Convention Center / 4th St. @ MetroRail,21,,
16547482,Local365+Guest Pass,2204,12/29/2017,20:08:44,2544,East 6th & Pedernales St.,2498,Convention Center / 4th St. @ MetroRail,21,,
16547488,Local30,100,12/29/2017,20:13:32,2547,Guadalupe & 21st,2547,Guadalupe & 21st,16,,
16547556,Local365,3281,12/29/2017,21:04:06,2568,East 11th St. at Victory Grill,2565,Trinity & 6th Street,6,,
16547596,Local30,105,12/29/2017,21:47:51,2547,Guadalupe & 21st,2495,4th & Congress,56,,
16547632,Local365,399,12/29/2017,22:12:04,2567,Palmer Auditorium,2549,Long Center @ South 1st & Riverside,623,,
16547663,Walk Up,670,12/29/2017,22:56:23,3513,South Congress & Barton Springs at the Austin American-Statesman,3513,South Congress & Barton Springs at the Austin American-Statesman,10,,
16547685,Local365,277,12/29/2017,23:31:28,2503,South Congress & James,2503,South Congress & James,612,,
16547704,Local365,874,12/29/2017,23:55:07,2568,East 11th St. at Victory Grill,2571,Red River & 8th Street,6,,
16547715,Local365,924,12/30/2017,0:23:52,2571,Red River & 8th Street,3621,Nueces & 3rd,8,,
16547716,Local365+Guest Pass,874,12/30/2017,0:24:06,2571,Red River & 8th Street,3621,Nueces & 3rd,7,,
16547727,Local365,571,12/30/2017,1:56:04,2569,East 11th St. & San Marcos,2568,East 11th St. at Victory Grill,1,,
16547739,Walk Up,468,12/30/2017,4:38:02,2552,3rd & West,2552,3rd & West,49,,
16547764,Local365,1641,12/30/2017,7:21:48,2552,3rd & West,2575,Riverside @ S. Lamar,4,,
16547791,Walk Up,815,12/30/2017,7:55:07,3377,MoPac Pedestrian Bridge @ Veterans Drive,3377,MoPac Pedestrian Bridge @ Veterans Drive,242,,
16547792,Walk Up,132,12/30/2017,7:56:05,3377,MoPac Pedestrian Bridge @ Veterans Drive,3377,MoPac Pedestrian Bridge @ Veterans Drive,51,,
16547815,Walk Up,478,12/30/2017,8:25:18,2566,Pfluger Bridge @ W 2nd Street,2566,Pfluger Bridge @ W 2nd Street,58,,
16547835,Local365,164,12/30/2017,9:08:17,2569,East 11th St. & San Marcos,2501,5th & Bowie,11,,
16547850,Weekender,670,12/30/2017,9:19:54,3513,South Congress & Barton Springs at the Austin American-Statesman,2575,Riverside @ S. Lamar,52,,
16547852,Local365+Guest Pass,396,12/30/2017,9:21:36,2499,City Hall / Lavaca & 2nd,2495,4th & Congress,2,,
16547886,Walk Up,871,12/30/2017,9:32:49,3292,East 4th & Chicon,2566,Pfluger Bridge @ W 2nd Street,27,,
16547887,Local365+Guest Pass,937,12/30/2017,9:33:28,2501,5th & Bowie,3292,East 4th & Chicon,27,,
16547888,Walk Up,461,12/30/2017,9:33:33,3292,East 4th & Chicon,2566,Pfluger Bridge @ W 2nd Street,27,,
16547892,Walk Up,5,12/30/2017,9:37:31,2501,5th & Bowie,2822,East 6th at Robert Martinez,28,,
16547896,Walk Up,664,12/30/2017,9:38:13,2501,5th & Bowie,2822,East 6th at Robert Martinez,27,,
16547897,Local365,3405,12/30/2017,9:38:41,2563,Davis at Rainey Street,2707,Rainey St @ Cummings,3,,
16547898,Local365,282,12/30/2017,9:38:47,2563,Davis at Rainey Street,2707,Rainey St @ Cummings,3,,
16547923,Local30,575,12/30/2017,9:44:41,3686,Sterzing at Barton Springs,2495,4th & Congress,12,,
16547934,Local365,115,12/30/2017,9:50:04,2566,Pfluger Bridge @ W 2nd Street,2501,5th & Bowie,5,,
16547963,Local365+Guest Pass,877,12/30/2017,9:57:47,2563,Davis at Rainey Street,2552,3rd & West,8,,
16547966,Walk Up,64,12/30/2017,9:59:47,2566,Pfluger Bridge @ W 2nd Street,2822,East 6th at Robert Martinez,62,,
16547969,Walk Up,553,12/30/2017,10:00:50,2566,Pfluger Bridge @ W 2nd Street,2566,Pfluger Bridge @ W 2nd Street,2,,
16547970,Walk Up,78,12/30/2017,10:02:40,2566,Pfluger Bridge @ W 2nd Street,2822,East 6th at Robert Martinez,59,,
16547990,Walk Up,640,12/30/2017,10:14:46,3685,Henderson & 9th,2572,Barton Springs Pool,221,,
16547991,Walk Up,398,12/30/2017,10:15:26,2563,Davis at Rainey Street,2501,5th & Bowie,19,,
16547992,Explorer,197,12/30/2017,10:16:12,2563,Davis at Rainey Street,2501,5th & Bowie,18,,
16548050,Weekender,881,12/30/2017,10:29:51,2563,Davis at Rainey Street,2563,Davis at Rainey Street,58,,
16548063,Walk Up,518,12/30/2017,10:33:52,2504,South Congress & Elizabeth,3390,Brazos & 6th,36,,
16548066,Walk Up,106,12/30/2017,10:34:27,2504,South Congress & Elizabeth,2565,Trinity & 6th Street,32,,
16548068,Walk Up,2459,12/30/2017,10:34:59,2504,South Congress & Elizabeth,2565,Trinity & 6th Street,32,,
16548077,Local365,164,12/30/2017,10:37:59,2501,5th & Bowie,2711,Barton Springs @ Kinney Ave,14,,
16548081,Walk Up,559,12/30/2017,10:39:50,2497,Capitol Station / Congress & 11th,3619,6th & Congress,57,,
16548085,Walk Up,934,12/30/2017,10:40:35,2497,Capitol Station / Congress & 11th,3619,6th & Congress,56,,
16548090,Walk Up,421,12/30/2017,10:41:33,2497,Capitol Station / Congress & 11th,2497,Capitol Station / Congress & 11th,52,,
16548092,Walk Up,102,12/30/2017,10:42:06,2497,Capitol Station / Congress & 11th,2497,Capitol Station / Congress & 11th,51,,
16548099,Walk Up,210,12/30/2017,10:43:26,2497,Capitol Station / Congress & 11th,2497,Capitol Station / Congress & 11th,50,,
16548103,Walk Up,140,12/30/2017,10:44:06,2497,Capitol Station / Congress & 11th,2497,Capitol Station / Congress & 11th,47,,
16548104,Walk Up,344,12/30/2017,10:44:44,2497,Capitol Station / Congress & 11th,2497,Capitol Station / Congress & 11th,49,,
16548108,Walk Up,902,12/30/2017,10:45:30,2497,Capitol Station / Congress & 11th,2497,Capitol Station / Congress & 11th,46,,
16548110,Walk Up,878,12/30/2017,10:46:13,2498,Convention Center / 4th St. @ MetroRail,2499,City Hall / Lavaca & 2nd,6,,
16548111,Walk Up,2122,12/30/2017,10:46:32,2498,Convention Center / 4th St. @ MetroRail,2499,City Hall / Lavaca & 2nd,6,,
16548114,Explorer,288,12/30/2017,10:48:23,2503,South Congress & James,2574,Zilker Park,28,,
16548116,Walk Up,177,12/30/2017,10:49:26,2498,Convention Center / 4th St. @ MetroRail,3684,Congress & Cesar Chavez,37,,
16548117,Walk Up,110,12/30/2017,10:50:04,2498,Convention Center / 4th St. @ MetroRail,3684,Congress & Cesar Chavez,36,,
16548120,Explorer,976,12/30/2017,10:50:39,2503,South Congress & James,2574,Zilker Park,26,,
16548130,Walk Up,712,12/30/2017,10:57:22,3619,6th & Congress,3619,6th & Congress,39,,
16548143,Walk Up,968,12/30/2017,11:03:02,2574,Zilker Park,2574,Zilker Park,83,,
16548148,Walk Up,775,12/30/2017,11:03:57,2574,Zilker Park,2574,Zilker Park,83,,
16548149,Walk Up,871,12/30/2017,11:04:23,2566,Pfluger Bridge @ W 2nd Street,2563,Davis at Rainey Street,37,,
16548150,Explorer,461,12/30/2017,11:05:04,2566,Pfluger Bridge @ W 2nd Street,2563,Davis at Rainey Street,36,,
16548165,Local365+Guest Pass,1224,12/30/2017,11:08:19,2501,5th & Bowie,2501,5th & Bowie,0,,
16548167,Walk Up,849,12/30/2017,11:08:42,2539,Convention Center / 3rd & Trinity,2542,Plaza Saltillo,42,,
16548169,Local365+Guest Pass,709,12/30/2017,11:08:57,2501,5th & Bowie,2552,3rd & West,47,,
16548170,Explorer,894,12/30/2017,11:08:58,2544,East 6th & Pedernales St.,3293,East 2nd & Pedernales,44,,
16548174,Walk Up,226,12/30/2017,11:09:21,2539,Convention Center / 3rd & Trinity,2542,Plaza Saltillo,40,,
16548177,Explorer,301,12/30/2017,11:09:47,2544,East 6th & Pedernales St.,3293,East 2nd & Pedernales,43,,
16548185,Walk Up,37,12/30/2017,11:10:47,2504,South Congress & Elizabeth,2495,4th & Congress,58,,
16548187,Walk Up,224,12/30/2017,11:11:11,2539,Convention Center / 3rd & Trinity,3292,East 4th & Chicon,46,,
16548189,Walk Up,141,12/30/2017,11:11:45,2539,Convention Center / 3rd & Trinity,3292,East 4th & Chicon,46,,
16548190,Local365,1277,12/30/2017,11:11:54,3390,Brazos & 6th,2537,West & 6th St.,10,,
16548201,Weekender,228,12/30/2017,11:15:10,2575,Riverside @ S. Lamar,2547,Guadalupe & 21st,30,,
16548205,Walk Up,277,12/30/2017,11:15:45,2503,South Congress & James,2495,4th & Congress,53,,
16548208,Walk Up,72,12/30/2017,11:16:58,2499,City Hall / Lavaca & 2nd,2548,UT West Mall @ Guadalupe,45,,
16548212,Walk Up,180,12/30/2017,11:17:39,2499,City Hall / Lavaca & 2nd,2548,UT West Mall @ Guadalupe,44,,
16548215,Walk Up,864,12/30/2017,11:18:16,2499,City Hall / Lavaca & 2nd,2548,UT West Mall @ Guadalupe,56,,
16548218,Walk Up,46,12/30/2017,11:18:53,2499,City Hall / Lavaca & 2nd,2548,UT West Mall @ Guadalupe,43,,
16548222,Walk Up,898,12/30/2017,11:20:15,2552,3rd & West,3660,Medina & East 6th,37,,
16548227,Walk Up,854,12/30/2017,11:21:32,2552,3rd & West,3660,Medina & East 6th,37,,
16548233,Walk Up,435,12/30/2017,11:23:02,2566,Pfluger Bridge @ W 2nd Street,2575,Riverside @ S. Lamar,7,,
16548240,Walk Up,976,12/30/2017,11:24:55,2574,Zilker Park,3377,MoPac Pedestrian Bridge @ Veterans Drive,28,,
16548241,Walk Up,340,12/30/2017,11:24:59,2537,West & 6th St.,2499,City Hall / Lavaca & 2nd,41,,
16548243,Walk Up,751,12/30/2017,11:25:11,2495,4th & Congress,2569,East 11th St. & San Marcos,23,,
16548249,Walk Up,979,12/30/2017,11:25:46,2495,4th & Congress,2569,East 11th St. & San Marcos,22,,
16548253,Walk Up,863,12/30/2017,11:25:58,2537,West & 6th St.,2499,City Hall / Lavaca & 2nd,54,,
16548254,Walk Up,288,12/30/2017,11:26:01,2574,Zilker Park,3377,MoPac Pedestrian Bridge @ Veterans Drive,26,,
16548275,Walk Up,513,12/30/2017,11:28:19,3390,Brazos & 6th,2563,Davis at Rainey Street,9,,
16548283,Walk Up,281,12/30/2017,11:29:01,3390,Brazos & 6th,2563,Davis at Rainey Street,8,,
16548288,Walk Up,522,12/30/2017,11:29:43,3390,Brazos & 6th,2563,Davis at Rainey Street,8,,
16548289,Walk Up,875,12/30/2017,11:29:43,2499,City Hall / Lavaca & 2nd,2707,Rainey St @ Cummings,28,,
16548295,Walk Up,62,12/30/2017,11:30:42,2499,City Hall / Lavaca & 2nd,2707,Rainey St @ Cummings,27,,
16548296,Walk Up,134,12/30/2017,11:30:50,2571,Red River & 8th Street,2570,South Congress & Academy,27,,
16548303,Walk Up,95,12/30/2017,11:31:44,2571,Red River & 8th Street,2570,South Congress & Academy,25,,
16548321,Walk Up,2122,12/30/2017,11:36:59,2499,City Hall / Lavaca & 2nd,2563,Davis at Rainey Street,17,,
16548325,Walk Up,373,12/30/2017,11:37:34,2499,City Hall / Lavaca & 2nd,2563,Davis at Rainey Street,16,,
16548329,Local365,555,12/30/2017,11:39:34,2711,Barton Springs @ Kinney Ave,2566,Pfluger Bridge @ W 2nd Street,44,,
16548331,Explorer,561,12/30/2017,11:39:53,2572,Barton Springs Pool,2497,Capitol Station / Congress & 11th,27,,
16548332,Local365,152,12/30/2017,11:39:56,2711,Barton Springs @ Kinney Ave,2566,Pfluger Bridge @ W 2nd Street,44,,
16548335,Local365,164,12/30/2017,11:40:39,2711,Barton Springs @ Kinney Ave,2566,Pfluger Bridge @ W 2nd Street,43,,
16548337,Explorer,153,12/30/2017,11:40:46,2572,Barton Springs Pool,2497,Capitol Station / Congress & 11th,26,,
16548344,Local365,528,12/30/2017,11:41:38,2711,Barton Springs @ Kinney Ave,2566,Pfluger Bridge @ W 2nd Street,42,,
16548348,Local365+Guest Pass,197,12/30/2017,11:43:29,2501,5th & Bowie,2495,4th & Congress,4,,
16548353,Walk Up,421,12/30/2017,11:46:26,2497,Capitol Station / Congress & 11th,1007,Lavaca & 6th,55,,
16548355,Walk Up,210,12/30/2017,11:47:32,2497,Capitol Station / Congress & 11th,1007,Lavaca & 6th,57,,
16548356,Walk Up,265,12/30/2017,11:48:13,2574,Zilker Park,3686,Sterzing at Barton Springs,32,,
16548360,Walk Up,563,12/30/2017,11:48:38,2497,Capitol Station / Congress & 11th,1007,Lavaca & 6th,56,,
16548363,Walk Up,878,12/30/2017,11:49:33,2499,City Hall / Lavaca & 2nd,2499,City Hall / Lavaca & 2nd,0,,
16548375,Walk Up,878,12/30/2017,11:52:52,2499,City Hall / Lavaca & 2nd,2572,Barton Springs Pool,53,,
16548376,Explorer,869,12/30/2017,11:53:02,3293,East 2nd & Pedernales,2822,East 6th at Robert Martinez,11,,
16548377,Walk Up,983,12/30/2017,11:53:25,2499,City Hall / Lavaca & 2nd,2572,Barton Springs Pool,52,,
16548379,Explorer,938,12/30/2017,11:53:54,3293,East 2nd & Pedernales,2822,East 6th at Robert Martinez,11,,
16548390,Walk Up,247,12/30/2017,11:58:11,2537,West & 6th St.,3293,East 2nd & Pedernales,28,,
16548392,Walk Up,875,12/30/2017,11:58:17,2707,Rainey St @ Cummings,3687,Boardwalk West,50,,
16548397,Walk Up,898,12/30/2017,11:58:48,3660,Medina & East 6th,3660,Medina & East 6th,84,,
16548399,Walk Up,62,12/30/2017,11:59:08,2707,Rainey St @ Cummings,3687,Boardwalk West,49,,
16548400,Walk Up,513,12/30/2017,11:59:23,2563,Davis at Rainey Street,2575,Riverside @ S. Lamar,40,,
16548401,Walk Up,203,12/30/2017,11:59:27,2537,West & 6th St.,3293,East 2nd & Pedernales,27,,
16548402,Walk Up,854,12/30/2017,11:59:33,3660,Medina & East 6th,3660,Medina & East 6th,83,,
16548403,Walk Up,288,12/30/2017,11:59:44,3377,MoPac Pedestrian Bridge @ Veterans Drive,2503,South Congress & James,41,,
16548404,Walk Up,102,12/30/2017,11:59:51,2497,Capitol Station / Congress & 11th,2497,Capitol Station / Congress & 11th,59,,
16548408,Walk Up,815,12/30/2017,12:00:04,3377,MoPac Pedestrian Bridge @ Veterans Drive,2503,South Congress & James,40,,
16548409,Walk Up,522,12/30/2017,12:00:15,2563,Davis at Rainey Street,2575,Riverside @ S. Lamar,39,,
16548416,Walk Up,470,12/30/2017,12:01:14,2562,San Jacinto & 8th Street,2563,Davis at Rainey Street,144,,
16548422,Walk Up,22,12/30/2017,12:02:17,2562,San Jacinto & 8th Street,2563,Davis at Rainey Street,143,,
16548430,Local30,197,12/30/2017,12:04:59,2495,4th & Congress,3686,Sterzing at Barton Springs,13,,
16548432,Walk Up,549,12/30/2017,12:06:07,1007,Lavaca & 6th,1007,Lavaca & 6th,39,,
16548434,Walk Up,716,12/30/2017,12:06:44,1007,Lavaca & 6th,1007,Lavaca & 6th,39,,
16548437,Weekender,343,12/30/2017,12:07:22,2571,Red River & 8th Street,2501,5th & Bowie,29,,
16548440,Walk Up,282,12/30/2017,12:07:52,2707,Rainey St @ Cummings,2539,Convention Center / 3rd & Trinity,30,,
